customer_id,region,customer_type
695,North,Wholesale
696,East,Wholesale
697,East,Wholesale
698,West,Retail
699,North,Retail
700,East,Wholesale
701,North,Retail
702,West,Retail
703,Central,Retail
704,North,Retail
705,Central,Retail
706,South,Retail
707,West,Retail
708,Central,Retail
709,South,Retail
710,West,Retail
711,North,Wholesale
712,West,Retail
713,East,Retail
714,Central,Wholesale
715,East,Wholesale
716,West,Retail
717,South,Wholesale
718,East,Retail
719,South,Wholesale
720,North,Retail
721,Central,Retail
722,North,Retail
723,South,Retail
724,South,Retail
725,East,Wholesale
726,North,Retail
727,North,Retail
728,Central,Retail
729,West,Retail
730,North,Retail
731,West,Retail
732,Central,Wholesale
733,North,Retail
734,South,Retail
735,West,Wholesale
736,West,Retail
737,East,Retail
738,South,Retail
739,North,Retail
740,North,Retail
741,West,Wholesale
742,Central,Retail
743,East,Retail
744,West,Retail
745,East,Retail
746,East,Wholesale
747,West,Wholesale
748,South,Retail
749,North,Retail
750,East,Retail
751,Central,Retail
752,East,Retail
753,South,Retail
754,East,Wholesale
755,South,Retail
756,West,Retail
757,West,Retail
758,North,Retail
759,North,Retail
760,West,Wholesale
761,Central,Wholesale
762,Central,Retail
763,Central,Retail
764,West,Retail
765,South,Retail
766,West,Wholesale
767,South,Retail
768,North,Retail
769,South,Retail
770,East,Retail
771,Central,Retail
772,North,Retail
773,North,Retail
774,South,Retail
775,North,Retail
776,West,Retail
777,East,Retail
778,South,Retail
779,South,Retail
780,South,Retail
781,West,Wholesale
782,South,Wholesale
783,Central,Retail
784,South,Wholesale
785,East,Wholesale
786,South,Wholesale
787,South,Retail
788,South,Wholesale
789,South,Retail
790,West,Retail
791,West,Retail
792,North,Retail
793,Central,Retail
794,West,Retail
795,North,Retail
796,Central,Retail
797,North,Retail
798,North,Retail
799,West,Wholesale
800,West,Wholesale
801,Central,Wholesale
802,North,Retail
803,East,Retail
804,South,Retail
805,South,Retail
806,East,Retail
807,Central,Retail
808,West,Retail
809,East,Retail
810,East,Retail
811,Central,Retail
812,West,Retail
813,East,Retail
814,South,Retail
815,East,Retail
816,West,Retail
817,North,Retail
818,Central,Retail
819,Central,Retail
820,South,Wholesale
821,South,Wholesale
822,West,Wholesale
823,East,Wholesale
824,North,Retail
825,South,Retail
826,Central,Retail
827,East,Retail
828,North,Wholesale
829,Central,Retail
830,West,Retail
831,North,Retail
832,West,Retail
833,South,Retail
834,South,Retail
835,Central,Retail
836,Central,Wholesale
837,South,Wholesale
838,West,Retail
839,South,Retail
840,West,Retail
841,South,Retail
842,Central,Wholesale
843,South,Wholesale
844,East,Wholesale
845,North,Retail
846,West,Retail
847,Central,Retail
848,West,Retail
849,West,Retail
850,North,Retail
851,South,Retail
852,East,Retail
853,North,Retail
854,Central,Retail
855,East,Wholesale
856,East,Retail
857,East,Retail
858,East,Retail
859,South,Retail
860,East,Retail
861,East,Retail
862,South,Retail
863,West,Retail
864,North,Retail
865,West,Wholesale
866,East,Retail
867,Central,Retail
868,West,Retail
869,South,Retail
870,East,Retail
871,East,Retail
872,Central,Retail
873,West,Retail
874,North,Retail
875,South,Retail
876,West,Retail
877,South,Retail
878,East,Retail
879,West,Wholesale
880,West,Retail
881,East,Retail
882,Central,Wholesale
883,Central,Retail
884,West,Retail
885,East,Retail
886,South,Wholesale
887,Central,Wholesale
888,West,Wholesale
889,Central,Retail
890,Central,Wholesale
891,South,Retail
892,East,Retail
893,West,Retail
894,Central,Wholesale
895,West,Retail
896,Central,Retail
897,South,Wholesale
898,South,Retail
899,West,Wholesale
900,South,Retail
901,South,Retail
902,North,Retail
903,South,Retail
904,South,Retail
905,Central,Retail
906,South,Retail
907,West,Retail
908,South,Retail
909,North,Retail
910,North,Retail
911,West,Retail
912,South,Retail
913,South,Retail
914,West,Retail
915,Central,Retail
916,West,Retail
917,West,Retail
918,Central,Retail
919,North,Retail
920,South,Wholesale
921,West,Retail
922,North,Wholesale
923,East,Wholesale
924,Central,Retail
925,West,Retail
926,North,Retail
927,North,Wholesale
928,North,Retail
929,North,Retail
930,North,Retail
931,South,Retail
932,East,Retail
933,West,Retail
934,East,Wholesale
935,Central,Retail
936,East,Retail
937,East,Wholesale
938,North,Wholesale
939,East,Retail
940,South,Wholesale
941,North,Retail
942,West,Wholesale
943,North,Retail
944,North,Retail
945,West,Retail
946,North,Retail
947,West,Retail
948,East,Wholesale
949,East,Retail
950,South,Retail
951,East,Retail
952,Central,Retail
953,North,Wholesale
954,South,Wholesale
955,North,Retail
956,East,Retail
957,South,Retail
958,East,Retail
959,North,Retail
960,East,Retail
961,East,Wholesale
962,South,Retail
963,West,Retail
964,Central,Retail
965,West,Retail
966,North,Retail
967,West,Retail
968,North,Retail
969,Central,Wholesale
970,West,Retail
971,North,Retail
972,South,Retail
973,East,Retail
974,North,Wholesale
975,East,Retail
976,West,Wholesale
977,West,Retail
978,Central,Retail
979,South,Retail
980,North,Wholesale
981,East,Retail
982,North,Wholesale
983,West,Retail
984,West,Retail
985,North,Retail
986,South,Retail
987,West,Retail
988,West,Wholesale
989,West,Wholesale
990,North,Retail
991,East,Retail
992,Central,Retail
993,West,Wholesale
994,West,Retail
995,West,Retail
996,North,Retail
997,West,Wholesale
998,Central,Retail
999,North,Wholesale
1000,North,Wholesale
1001,South,Retail
1002,South,Retail
1003,North,Retail
1004,West,Retail
1005,West,Retail
1006,North,Retail
1007,Central,Retail
1008,Central,Retail
1009,North,Retail
1010,South,Retail
1011,East,Retail
1012,North,Retail
1013,North,Retail
1014,East,Retail
1015,Central,Retail
1016,South,Retail
1017,South,Retail
1018,East,Retail
1019,East,Retail
1020,Central,Retail
1021,West,Wholesale
1022,West,Retail
1023,West,Retail
1024,North,Retail
1025,East,Wholesale
1026,North,Retail
1027,East,Retail
1028,East,Retail
1029,East,Retail
1030,Central,Retail
1031,Central,Retail
1032,Central,Retail
1033,Central,Retail
1034,West,Retail
1035,East,Retail
1036,West,Retail
1037,West,Retail
1038,West,Retail
1039,South,Retail
1040,West,Retail
1041,West,Retail
1042,East,Retail
1043,South,Retail
1044,North,Retail
1045,East,Retail
1046,North,Wholesale
1047,South,Retail
1048,North,Retail
1049,North,Retail
1050,Central,Retail
1051,Central,Retail
1052,East,Retail
1053,East,Retail
1054,West,Wholesale
1055,East,Retail
1056,West,Retail
1057,East,Retail
1058,North,Wholesale
1059,North,Wholesale
1060,Central,Retail
1061,South,Retail
1062,Central,Wholesale
1063,South,Retail
1064,West,Retail
1065,Central,Retail
1066,Central,Retail
1067,West,Retail
1068,South,Wholesale
1069,South,Retail
1070,Central,Retail
1071,East,Retail
1072,North,Retail
1073,West,Retail
1074,East,Retail
1075,South,Retail
1076,East,Retail
1077,West,Retail
1078,East,Wholesale
1079,South,Retail
1080,North,Retail
1081,Central,Retail
1082,North,Retail
1083,West,Retail
1084,North,Retail
1085,Central,Retail
1086,West,Wholesale
1087,South,Retail
1088,Central,Retail
1089,North,Retail
1090,South,Retail
1091,South,Retail
1092,North,Retail
1093,East,Retail
1094,East,Retail
1095,Central,Retail
1096,Central,Retail
1097,West,Retail
1098,South,Retail
1099,West,Retail
1100,North,Wholesale
1101,East,Retail
1102,Central,Retail
1103,West,Retail
1104,East,Retail
1105,North,Wholesale
1106,South,Retail
1107,Central,Retail
1108,West,Retail
1109,Central,Retail
1110,North,Retail
1111,East,Wholesale
1112,Central,Retail
1113,Central,Retail
1114,Central,Retail
1115,North,Retail
1116,West,Retail
1117,Central,Wholesale
1118,North,Retail
1119,North,Wholesale
1120,South,Retail
1121,South,Wholesale
1122,West,Retail
1123,East,Retail
1124,Central,Retail
1125,West,Retail
1126,Central,Retail
1127,Central,Retail
1128,South,Retail
1129,West,Retail
1130,Central,Retail
1131,Central,Retail
1132,East,Wholesale
1133,West,Retail
1134,East,Retail
1135,West,Retail
1136,South,Retail
1137,North,Wholesale
1138,West,Retail
1139,West,Wholesale
1140,Central,Retail
1141,Central,Retail
1142,East,Wholesale
1143,North,Retail
1144,Central,Retail
1145,East,Retail
1146,West,Retail
1147,North,Retail
1148,Central,Retail
1149,Central,Retail
1150,South,Wholesale
1151,Central,Wholesale
1152,East,Retail
1153,Central,Retail
1154,North,Retail
1155,West,Wholesale
1156,South,Retail
1157,South,Retail
1158,South,Retail
1159,Central,Retail
1160,East,Retail
1161,Central,Retail
1162,South,Retail
1163,West,Wholesale
1164,West,Retail
1165,Central,Wholesale
1166,West,Retail
1167,East,Wholesale
1168,Central,Retail
1169,East,Retail
1170,West,Wholesale
1171,Central,Wholesale
1172,West,Wholesale
1173,North,Wholesale
1174,East,Retail
1175,East,Wholesale
1176,Central,Retail
1177,East,Wholesale
1178,West,Wholesale
1179,East,Retail
1180,Central,Retail
1181,Central,Wholesale
1182,North,Retail
1183,North,Retail
1184,East,Retail
1185,South,Wholesale
1186,East,Retail
1187,South,Wholesale
1188,North,Retail
1189,North,Retail
1190,East,Retail
1191,South,Retail
1192,North,Wholesale
1193,South,Retail
1194,West,Retail
1195,South,Retail
1196,West,Retail
1197,North,Retail
1198,West,Retail
1199,North,Retail
1200,Central,Retail
1201,Central,Retail
1202,West,Retail
1203,South,Retail
1204,East,Retail
1205,South,Wholesale
1206,North,Retail
1207,West,Retail
1208,North,Retail
1209,North,Retail
1210,Central,Wholesale
1211,East,Retail
1212,Central,Retail
1213,North,Retail
1214,West,Retail
1215,North,Retail
1216,West,Retail
1217,East,Retail
1218,West,Retail
1219,North,Retail
1220,West,Retail
1221,West,Retail
1222,West,Retail
1223,West,Retail
1224,South,Wholesale
1225,West,Retail
1226,West,Retail
1227,Central,Retail
1228,West,Retail
1229,South,Retail
1230,West,Retail
1231,Central,Retail
1232,West,Retail
1233,South,Retail
1234,West,Retail
1235,North,Retail
1236,East,Retail
1237,Central,Retail
1238,South,Retail
1239,West,Retail
1240,Central,Retail
1241,North,Retail
1242,North,Retail
1243,West,Retail
1244,South,Retail
1245,South,Retail
1246,South,Retail
1247,East,Retail
1248,Central,Retail
1249,South,Wholesale
1250,South,Retail
1251,North,Retail
1252,Central,Retail
1253,North,Retail
1254,East,Retail
1255,North,Retail
1256,South,Retail
1257,East,Retail
1258,South,Retail
1259,West,Retail
1260,North,Retail
1261,East,Retail
1262,North,Retail
1263,Central,Retail
1264,North,Wholesale
1265,East,Retail
1266,East,Wholesale
1267,West,Retail
1268,Central,Retail
1269,North,Retail
1270,West,Retail
1271,South,Retail
1272,North,Wholesale
1273,West,Retail
1274,East,Retail
1275,East,Retail
1276,North,Wholesale
1277,Central,Retail
1278,Central,Retail
1279,Central,Retail
1280,South,Retail
1281,Central,Retail
1282,Central,Retail
1283,South,Wholesale
1284,West,Retail
1285,South,Retail
1286,Central,Retail
1287,West,Wholesale
1288,West,Wholesale
1289,East,Retail
1290,East,Retail
1291,South,Wholesale
1292,Central,Retail
1293,Central,Retail
1294,North,Retail
1295,West,Retail
1296,Central,Wholesale
1297,North,Retail
1298,Central,Wholesale
1299,East,Retail
1300,North,Retail
1301,East,Retail
1302,Central,Retail
1303,West,Wholesale
1304,South,Retail
1305,West,Retail
1306,West,Retail
1307,East,Retail
1308,East,Retail
1309,Central,Retail
1310,Central,Retail
1311,East,Retail
1312,Central,Retail
1313,South,Retail
1314,West,Wholesale
1315,West,Retail
1316,North,Retail
1317,East,Retail
1318,Central,Retail
1319,North,Wholesale
1320,Central,Wholesale
1321,West,Retail
1322,Central,Retail
1323,Central,Retail
1324,East,Retail
1325,Central,Retail
1326,East,Wholesale
1327,West,Wholesale
1328,North,Wholesale
1329,North,Retail
1330,Central,Retail
1331,South,Retail
1332,West,Retail
1333,East,Retail
1334,East,Retail
1335,Central,Retail
1336,South,Retail
1337,South,Retail
1338,West,Retail
1339,South,Retail
1340,East,Retail
1341,North,Retail
1342,East,Retail
1343,Central,Retail
1344,East,Retail
1345,North,Retail
1346,West,Retail
1347,South,Retail
1348,South,Retail
1349,North,Retail
1350,South,Retail
1351,East,Retail
1352,South,Retail
1353,Central,Retail
1354,East,Retail
1355,West,Wholesale
1356,Central,Retail
1357,East,Retail
1358,South,Retail
1359,East,Retail
1360,West,Retail
1361,East,Retail
1362,East,Retail
1363,West,Retail
1364,South,Retail
1365,North,Wholesale
1366,East,Retail
1367,Central,Retail
1368,West,Retail
1369,West,Wholesale
1370,Central,Wholesale
1371,East,Retail
1372,Central,Wholesale
1373,East,Wholesale
1374,North,Retail
1375,East,Retail
1376,East,Retail
1377,Central,Retail
1378,East,Retail
1379,South,Retail
1380,North,Retail
1381,West,Retail
1382,South,Retail
1383,East,Retail
1384,South,Retail
1385,West,Retail
1386,South,Retail
1387,East,Retail
1388,North,Retail
1389,North,Wholesale
1390,Central,Retail
1391,North,Retail
1392,North,Retail
1393,South,Retail
1394,East,Retail
1395,East,Wholesale
1396,East,Retail
1397,East,Retail
1398,Central,Retail
1399,East,Retail
1400,North,Retail
1401,West,Wholesale
1402,North,Retail
1403,South,Retail
1404,East,Retail
1405,East,Wholesale
1406,North,Retail
1407,Central,Retail
1408,Central,Retail
1409,East,Retail
1410,South,Retail
1411,Central,Retail
1412,East,Retail
1413,East,Retail
1414,Central,Wholesale
1415,South,Retail
1416,South,Retail
1417,North,Retail
1418,East,Retail
1419,South,Retail
1420,South,Retail
1421,South,Retail
1422,South,Retail
1423,South,Retail
1424,West,Retail
1425,Central,Wholesale
1426,Central,Retail
1427,South,Wholesale
1428,East,Retail
1429,South,Retail
1430,North,Retail
1431,Central,Retail
1432,Central,Retail
1433,East,Retail
1434,North,Retail
1435,North,Wholesale
1436,West,Retail
1437,South,Retail
1438,Central,Retail
1439,South,Retail
1440,East,Wholesale
1441,East,Retail
1442,East,Wholesale
1443,West,Retail
1444,North,Retail
1445,South,Retail
1446,East,Retail
1447,East,Retail
1448,West,Retail
1449,West,Retail
1450,Central,Retail
1451,Central,Wholesale
1452,North,Retail
1453,North,Retail
1454,North,Retail
1455,North,Retail
1456,East,Wholesale
1457,South,Retail
1458,North,Retail
1459,North,Retail
1460,West,Retail
1461,Central,Retail
1462,West,Wholesale
1463,West,Retail
1464,East,Retail
1465,Central,Retail
1466,East,Retail
1467,North,Retail
1468,West,Retail
1469,South,Retail
1470,East,Retail
1471,Central,Retail
1472,East,Retail
1473,North,Wholesale
1474,Central,Retail
1475,West,Retail
1476,West,Retail
1477,North,Retail
1478,Central,Retail
1479,South,Retail
1480,South,Retail
1481,Central,Retail
1482,West,Retail
1483,East,Retail
1484,North,Wholesale
1485,West,Retail
1486,North,Retail
1487,North,Retail
1488,North,Wholesale
1489,Central,Retail
1490,East,Wholesale
1491,West,Wholesale
1492,South,Wholesale
1493,Central,Retail
1494,East,Retail
1495,Central,Retail
1496,South,Retail
1497,South,Retail
1498,North,Retail
1499,Central,Retail
1500,Central,Wholesale
1501,South,Wholesale
1502,West,Retail
1503,South,Retail
1504,North,Retail
1505,West,Retail
1506,East,Retail
1507,North,Retail
1508,Central,Retail
1509,Central,Retail
1510,North,Retail
1511,Central,Retail
1512,West,Retail
1513,West,Retail
1514,Central,Retail
1515,South,Retail
1516,Central,Retail
1517,West,Wholesale
1518,Central,Retail
1519,West,Retail
1520,North,Retail
1521,South,Retail
1522,East,Retail
1523,Central,Wholesale
1524,Central,Wholesale
1525,West,Retail
1526,East,Retail
1527,North,Retail
1528,West,Retail
1529,South,Retail
1530,West,Retail
1531,Central,Retail
1532,South,Retail
1533,Central,Retail
1534,South,Retail
1535,West,Retail
1536,West,Wholesale
1537,East,Wholesale
1538,East,Retail
1539,West,Retail
1540,South,Retail
1541,West,Retail
1542,Central,Retail
1543,North,Retail
1544,West,Retail
1545,South,Retail
1546,South,Retail
1547,South,Wholesale
1548,South,Retail
1549,West,Retail
1550,Central,Wholesale
1551,East,Retail
1552,East,Wholesale
1553,West,Retail
1554,West,Wholesale
1555,East,Retail
1556,West,Retail
1557,Central,Retail
1558,South,Retail
1559,South,Wholesale
