po_id,product_id,supplier_id,order_date,order_qty
399,4267,114,19-11-2022,354
400,2815,94,18-02-2023,682
401,4214,171,17-12-2022,361
402,11571,108,12-11-2023,796
403,2511,181,26-05-2023,1474
404,10487,151,27-08-2023,1814
405,7900,21,01-11-2022,216
406,5652,93,16-01-2023,1898
407,222,108,22-03-2023,404
408,1705,139,25-10-2023,1507
409,2311,3,12-12-2023,1706
410,6392,162,09-12-2023,1656
411,5201,151,21-11-2023,1193
412,6268,42,30-07-2023,546
413,6744,192,20-11-2023,911
414,2347,200,27-04-2023,1330
415,8220,157,05-03-2023,1376
416,686,167,22-10-2022,754
417,4799,145,01-03-2023,1152
418,2123,148,20-01-2023,1677
419,3115,60,24-07-2023,616
420,10137,57,15-09-2023,1964
421,3889,149,02-10-2023,1568
422,7770,200,28-05-2023,242
423,82,178,04-02-2023,1893
424,3266,98,27-08-2023,1222
425,3373,174,14-02-2023,64
426,1877,9,06-12-2023,1709
427,2992,165,29-11-2022,1973
428,680,10,23-11-2023,292
429,9341,91,24-04-2023,572
430,1118,1,12-12-2022,57
431,4743,101,25-06-2023,1343
432,6367,82,27-12-2022,1571
433,8179,75,30-06-2023,1656
434,233,17,29-10-2022,1508
435,2164,147,28-10-2023,76
436,1259,60,22-01-2023,75
437,11305,116,13-01-2023,1368
438,7487,48,17-04-2023,1292
439,10033,54,05-01-2023,1306
440,10211,78,24-11-2023,563
441,7204,109,03-09-2023,879
442,10225,164,30-07-2023,1569
443,8763,76,28-01-2023,963
444,2072,50,19-02-2023,1029
445,6156,100,09-12-2022,1754
446,2747,185,22-10-2022,1838
447,3525,12,30-12-2022,1549
448,6416,74,25-03-2023,1124
449,10182,63,17-07-2023,1838
450,5935,74,26-08-2023,1204
451,235,187,07-03-2023,1644
452,5249,35,23-05-2023,383
453,10597,101,02-02-2023,1051
454,8122,15,11-11-2022,1312
455,8366,62,07-12-2022,531
456,10536,60,01-04-2023,517
457,6264,135,01-03-2023,1088
458,1487,43,24-03-2023,1813
459,10320,32,17-10-2023,616
460,2486,185,04-08-2023,487
461,894,15,26-10-2022,1486
462,8133,86,12-12-2023,1744
463,3190,90,14-09-2023,315
464,4591,148,16-01-2023,1772
465,7567,174,03-06-2023,96
466,8752,96,16-11-2023,1377
467,9867,164,07-04-2023,123
468,2008,135,04-11-2022,504
469,6297,113,06-05-2023,1955
470,5636,61,27-12-2022,413
471,8708,43,17-05-2023,1140
472,1872,192,16-12-2022,668
473,4363,193,28-09-2023,1336
474,1003,122,26-09-2023,1220
475,828,25,08-12-2023,637
476,8849,181,24-09-2023,292
477,6096,142,29-01-2023,1901
478,6291,102,01-07-2023,717
479,621,158,15-04-2023,499
480,9214,56,11-09-2023,113
481,2199,147,07-11-2022,763
482,9771,49,08-08-2023,362
483,7231,102,22-03-2023,1530
484,1508,61,08-02-2023,578
485,5039,184,29-03-2023,1500
486,7325,150,04-08-2023,1283
487,5116,173,04-11-2022,193
488,2413,199,19-12-2022,339
489,5318,127,04-10-2022,1436
490,4658,94,05-08-2023,776
491,8342,68,16-08-2023,1504
492,5823,133,25-04-2023,1235
493,10770,90,28-10-2023,1832
494,3842,91,03-04-2023,635
495,3937,44,09-11-2023,789
496,3205,60,15-07-2023,890
497,6551,195,24-05-2023,407
498,4461,137,13-04-2023,1599
499,3772,39,17-10-2022,1584
500,8131,112,27-12-2022,728
501,1974,59,03-10-2022,1395
502,4483,33,11-01-2023,515
503,10386,110,05-01-2023,1573
504,7276,111,29-11-2022,919
505,832,158,03-10-2022,1509
506,7185,105,07-07-2023,1841
507,4177,147,17-02-2023,1367
508,9635,73,22-11-2022,269
509,1027,83,12-12-2023,1476
510,5378,113,23-09-2023,118
511,6778,155,14-07-2023,764
512,3978,114,12-07-2023,1317
513,10835,122,07-02-2023,330
514,7223,49,16-05-2023,352
515,8627,184,28-04-2023,1811
516,8139,44,24-10-2023,313
517,115,7,02-08-2023,947
518,4539,107,12-08-2023,1422
519,7721,179,04-10-2023,1153
520,5553,77,29-04-2023,1647
521,5290,8,15-11-2023,627
522,11664,156,11-12-2023,1791
523,8835,144,02-06-2023,568
524,2324,68,18-10-2023,1518
525,8524,196,16-03-2023,691
526,1711,33,01-11-2023,1560
527,10673,23,28-07-2023,1182
528,4571,52,05-10-2023,1306
529,6516,65,26-01-2023,136
530,7859,1,01-01-2023,323
531,7728,16,24-10-2023,1757
532,2390,199,17-08-2023,385
533,11515,73,07-02-2023,489
534,4703,10,03-09-2023,929
535,3996,108,21-08-2023,107
536,1459,172,14-01-2023,913
537,4287,112,24-07-2023,1898
538,10947,156,18-02-2023,521
539,8976,98,08-04-2023,1248
540,1170,117,17-02-2023,375
541,1676,115,04-12-2023,630
542,8127,43,22-10-2022,504
543,6385,1,09-11-2022,916
544,8447,61,24-07-2023,858
545,2119,178,02-04-2023,1999
546,2725,57,03-02-2023,1352
547,2820,182,13-10-2023,687
548,11566,5,25-09-2023,1765
549,1917,3,26-02-2023,95
550,3930,79,07-04-2023,1225
551,513,188,10-01-2023,1434
552,10684,69,12-12-2022,1426
553,11779,93,12-09-2023,681
554,7386,180,08-07-2023,460
555,2611,104,30-01-2023,339
556,9387,105,04-09-2023,1856
557,6786,27,17-02-2023,427
558,9153,94,08-12-2023,1505
559,4236,24,16-07-2023,1005
560,9610,109,17-10-2022,610
561,2012,177,30-10-2023,1560
562,4708,133,19-12-2023,52
563,7121,141,20-10-2023,843
564,9661,40,18-12-2023,868
565,2318,186,09-05-2023,1395
566,2126,163,24-03-2023,299
567,3182,41,29-10-2022,1946
568,11687,182,20-11-2023,1900
569,7986,74,11-12-2022,1223
570,7961,120,20-01-2023,453
571,5985,134,10-10-2023,1466
572,6017,194,21-12-2023,750
573,10612,131,06-12-2023,1365
574,9388,87,04-06-2023,1983
575,9349,23,07-10-2022,77
576,10491,134,16-03-2023,1845
577,3414,142,29-09-2023,218
578,4937,58,29-07-2023,822
579,3838,120,01-11-2022,304
580,1076,99,21-06-2023,1282
581,10733,11,21-06-2023,113
582,7727,68,24-11-2022,1002
583,7265,40,28-07-2023,1878
584,1946,79,14-01-2023,1391
585,11414,118,22-07-2023,454
586,5098,27,09-07-2023,1898
587,11619,17,20-11-2022,1295
588,8721,169,17-07-2023,161
589,7827,58,01-05-2023,1417
590,11773,171,18-12-2023,1611
591,8475,51,28-07-2023,1406
592,9397,10,15-03-2023,1762
593,4523,142,21-10-2023,58
594,9904,169,22-03-2023,1566
595,6640,22,27-06-2023,1767
596,9358,119,08-03-2023,1112
597,6644,84,22-02-2023,1657
598,11979,78,09-01-2023,1609
599,6411,147,24-10-2023,775
600,787,103,31-08-2023,1270
601,11029,69,30-10-2023,279
602,1681,82,04-11-2022,505
603,660,181,01-08-2023,278
604,11793,34,01-04-2023,1260
605,11417,5,02-04-2023,775
606,10819,37,26-07-2023,1859
607,7448,73,10-08-2023,1259
608,3888,39,20-11-2022,685
609,9179,91,06-01-2023,1488
610,4936,28,19-12-2022,570
611,692,133,16-04-2023,592
612,1846,65,07-11-2022,1426
613,1643,168,07-11-2022,176
614,8119,154,04-10-2022,980
615,6968,20,02-06-2023,1881
616,11656,185,14-08-2023,552
617,5286,154,26-10-2023,621
618,2201,55,18-11-2022,182
619,7652,183,14-04-2023,1109
620,593,41,10-11-2023,1087
621,926,171,24-11-2023,430
622,10581,144,18-11-2022,1839
623,8702,125,02-01-2023,1723
624,10372,191,20-11-2023,422
625,4216,30,14-06-2023,1466
626,2958,89,24-05-2023,1945
627,7770,114,20-12-2023,124
628,23,163,20-04-2023,958
629,5017,163,18-11-2023,1481
630,11576,110,26-08-2023,1045
631,9474,1,07-09-2023,628
632,3040,29,30-12-2022,1074
633,4019,12,25-03-2023,286
634,8991,99,12-12-2022,1137
635,8202,91,17-11-2022,492
636,3572,180,01-10-2022,1697
637,7669,172,18-01-2023,1248
638,3378,53,27-07-2023,1045
639,4638,17,13-10-2022,242
640,2553,52,04-02-2023,1969
641,2516,124,29-04-2023,860
642,6957,146,05-10-2022,1393
643,343,79,09-08-2023,870
644,5105,69,11-02-2023,1845
645,1611,83,19-07-2023,1728
646,6136,109,26-10-2022,1821
647,6384,135,20-11-2022,1973
648,10480,140,16-04-2023,355
649,7085,185,24-10-2022,661
650,6051,152,11-08-2023,1597
651,11054,39,30-01-2023,1971
652,4764,52,01-10-2023,778
653,4057,142,21-11-2023,134
654,1467,9,26-07-2023,1903
655,36,11,22-02-2023,850
656,10734,178,25-08-2023,78
657,6697,170,14-07-2023,148
658,3931,81,02-08-2023,1596
659,4566,5,03-01-2023,1534
660,3846,5,17-12-2023,734
661,4075,101,01-10-2023,1644
662,5341,23,07-01-2023,1691
663,7365,42,20-02-2023,254
664,9724,19,18-10-2022,358
665,2814,176,17-07-2023,345
666,8172,179,26-12-2022,1933
667,372,185,13-12-2023,1882
668,3787,20,05-02-2023,1351
669,7063,183,18-10-2023,1011
670,2128,131,04-07-2023,1796
671,3564,105,07-07-2023,245
672,4356,92,29-06-2023,1187
673,3880,90,13-12-2022,894
674,10817,187,02-05-2023,163
675,7882,175,27-07-2023,1969
676,1238,43,20-02-2023,1868
677,4075,152,22-02-2023,187
678,1383,44,15-11-2023,127
679,967,126,19-08-2023,552
680,9663,61,18-04-2023,387
681,6359,14,21-04-2023,1166
682,614,190,31-08-2023,221
683,10106,11,20-12-2022,1166
684,4821,4,23-05-2023,433
685,1202,18,10-07-2023,761
686,308,32,07-11-2023,1082
687,9023,130,06-08-2023,915
688,7228,14,29-08-2023,453
689,8026,36,21-11-2023,478
690,854,19,13-12-2023,1089
691,3933,88,17-03-2023,457
692,8743,18,09-10-2022,1777
693,886,179,25-05-2023,1376
694,7142,196,29-10-2023,983
695,9884,88,11-07-2023,946
696,8654,56,15-10-2023,960
697,6956,57,23-10-2023,1096
698,7535,104,01-03-2023,625
699,1652,124,05-11-2022,1533
700,1105,84,18-10-2023,1393
701,10881,31,16-03-2023,1514
702,8790,80,11-07-2023,1114
703,4502,165,24-08-2023,649
704,1693,68,05-04-2023,1118
705,7672,172,19-08-2023,207
706,667,162,19-12-2023,1983
707,1011,151,30-10-2023,1675
708,2107,135,30-11-2023,387
709,2027,94,14-01-2023,1392
710,632,116,21-12-2022,1275
711,2999,156,21-04-2023,1558
712,281,178,04-08-2023,697
713,7870,163,07-10-2022,513
714,9919,53,04-09-2023,761
715,10906,113,24-08-2023,163
716,596,194,11-12-2023,568
717,9047,102,08-08-2023,412
718,4083,47,02-04-2023,318
719,5853,19,01-09-2023,1482
720,6813,154,05-10-2022,1934
721,711,8,29-12-2022,770
722,9879,119,06-12-2022,1000
723,2574,106,23-05-2023,1101
724,2311,196,22-07-2023,384
725,11147,50,11-03-2023,1629
726,94,62,25-12-2022,160
727,11347,11,06-03-2023,806
728,8477,156,11-12-2023,941
729,11421,121,29-07-2023,1539
730,915,158,02-11-2023,1551
731,7603,92,17-10-2022,1206
732,9838,44,11-04-2023,1745
733,23,164,01-07-2023,1212
734,3701,12,12-11-2023,1235
735,10996,115,01-08-2023,711
736,9755,46,21-06-2023,1383
737,10271,22,02-10-2022,883
738,1283,6,23-03-2023,1145
739,9600,164,23-08-2023,728
740,4000,13,05-11-2023,536
741,501,198,02-08-2023,1735
742,10751,67,16-09-2023,742
743,9401,166,19-02-2023,799
744,7535,77,07-06-2023,1230
745,7336,81,12-04-2023,262
746,5245,83,01-02-2023,1894
747,1193,54,05-07-2023,1273
748,3523,80,24-04-2023,552
749,4274,1,05-05-2023,386
750,6576,106,30-10-2023,1634
751,6107,196,22-11-2023,1375
752,7581,113,06-12-2022,1664
753,7766,40,19-01-2023,1056
754,8445,74,12-05-2023,1693
755,7986,112,09-05-2023,1907
756,2399,165,16-08-2023,344
757,1481,59,21-10-2022,1256
758,9768,80,01-11-2022,314
759,6835,10,08-08-2023,1345
760,9903,2,11-12-2022,772
761,566,193,12-03-2023,914
762,4118,119,07-01-2023,1670
763,5600,103,18-08-2023,91
764,11203,132,12-11-2022,974
765,10566,120,29-07-2023,1252
766,4130,191,10-07-2023,73
767,8976,112,19-03-2023,228
768,2217,31,25-11-2022,431
769,4237,68,27-07-2023,1534
770,3125,162,06-09-2023,163
771,3032,128,15-10-2023,919
772,8701,99,10-09-2023,1073
773,7732,72,07-12-2022,875
774,3138,24,28-01-2023,927
775,4812,130,21-07-2023,486
776,5513,81,26-08-2023,184
777,5917,45,26-12-2022,915
778,7088,49,01-05-2023,1834
779,10786,11,19-09-2023,720
780,10339,70,10-06-2023,1041
781,4515,85,25-08-2023,1886
782,8057,9,07-11-2023,740
783,8033,197,15-12-2023,445
784,4947,4,12-07-2023,1233
785,9226,45,07-01-2023,1556
786,2026,89,06-10-2022,181
787,8383,70,12-09-2023,354
788,1153,157,01-11-2023,1116
789,9875,167,11-12-2022,701
790,5397,73,10-11-2023,528
791,1916,129,27-12-2022,815
792,6915,99,31-10-2022,791
793,7011,177,08-12-2023,1579
794,3202,175,06-06-2023,727
795,9650,190,28-06-2023,1017
796,4415,75,09-02-2023,806
797,167,11,28-01-2023,217
798,6435,81,12-08-2023,1905
799,3582,161,07-11-2022,842
800,10112,171,23-02-2023,1162
801,8840,120,03-05-2023,1726
802,9621,143,23-03-2023,1580
803,8154,68,08-10-2023,863
804,7249,189,16-03-2023,1976
805,7400,123,17-12-2023,1557
806,5281,60,05-07-2023,1960
807,8115,72,30-01-2023,283
808,10690,3,04-05-2023,1364
809,314,17,29-11-2023,648
810,4570,110,12-10-2022,349
811,5550,101,25-10-2023,406
812,10050,120,07-05-2023,759
813,1556,188,02-01-2023,1666
814,10452,103,18-03-2023,141
815,4032,159,03-05-2023,1764
816,5825,98,15-12-2022,1182
817,11369,158,01-11-2022,1693
818,10197,99,08-01-2023,1097
819,6657,101,15-12-2022,748
820,11091,166,02-05-2023,1345
821,7607,152,19-04-2023,1273
822,11015,184,08-10-2022,1444
823,7458,118,07-10-2022,962
824,2181,46,30-11-2023,1074
825,1225,81,13-12-2023,939
826,3759,55,01-01-2023,621
827,7389,148,30-08-2023,1024
828,7404,109,20-07-2023,1785
829,10919,17,30-07-2023,1645
830,7530,141,24-09-2023,388
831,3049,17,19-10-2022,1202
832,3976,36,13-10-2022,86
833,11372,85,30-01-2023,1406
834,1067,28,16-06-2023,1011
835,4738,192,18-06-2023,998
836,2527,179,17-01-2023,707
837,1984,121,07-09-2023,1425
838,11106,44,01-11-2023,1966
839,4120,125,01-12-2023,234
840,6470,144,23-04-2023,186
841,5580,46,08-08-2023,270
842,1046,190,05-01-2023,817
843,3026,72,30-05-2023,651
844,1827,134,19-04-2023,1299
845,10841,200,13-05-2023,1604
846,3378,47,19-09-2023,1285
847,10706,75,18-08-2023,1771
848,4919,174,16-11-2023,911
849,727,96,21-08-2023,820
