product_id,sku_code,category,brand,unit_cost,selling_price
40,SKU-000040,Electronics,BrandC,2033.03,3262.64
41,SKU-000041,Electronics,BrandB,2501.12,4820.84
42,SKU-000042,Beauty,BrandA,4483.08,7314.63
43,SKU-000043,Sports,BrandD,4337.36,7448.25
44,SKU-000044,Sports,BrandB,2921.85,4561.99
45,SKU-000045,Sports,BrandC,949.25,1223.51
46,SKU-000046,Home,BrandA,2199.88,3131.06
47,SKU-000047,Apparel,BrandD,3468.11,4689.57
48,SKU-000048,Grocery,BrandE,232.59,360.39
49,SKU-000049,Electronics,BrandC,3056.82,5599.11
50,SKU-000050,Beauty,BrandB,2576.71,3767.56
51,SKU-000051,Sports,BrandD,5528.01,10240.55
52,SKU-000052,Electronics,BrandD,4733.26,8367.7
53,SKU-000053,Beauty,BrandC,2263.23,4269.29
54,SKU-000054,Sports,BrandA,435.66,829.64
55,SKU-000055,Grocery,BrandE,1788.56,3083.56
56,SKU-000056,Apparel,BrandB,2899.45,4204.39
57,SKU-000057,Grocery,BrandA,4824.05,6909.93
58,SKU-000058,Grocery,BrandB,3347.97,6516.23
59,SKU-000059,Grocery,BrandE,4370.88,8214.72
60,SKU-000060,Apparel,BrandD,1998.8,2649.55
61,SKU-000061,Grocery,BrandA,1350.29,2352.97
62,SKU-000062,Grocery,BrandE,1359.56,1918.1
63,SKU-000063,Sports,BrandC,1889.98,3162.19
64,SKU-000064,Grocery,BrandC,3750.58,6724.63
65,SKU-000065,Apparel,BrandC,578.74,812.9
66,SKU-000066,Grocery,BrandA,3665.76,6024.11
67,SKU-000067,Apparel,BrandC,3161.33,5270.43
68,SKU-000068,Beauty,BrandE,3849.92,5626.14
69,SKU-000069,Apparel,BrandD,3359.49,6548.4
70,SKU-000070,Beauty,BrandE,4917.38,6293.28
71,SKU-000071,Apparel,BrandC,2698.53,5243.09
72,SKU-000072,Home,BrandA,3083.1,3883.41
73,SKU-000073,Grocery,BrandE,2254.21,4273.11
74,SKU-000074,Home,BrandC,5655.83,8436.46
75,SKU-000075,Home,BrandC,3850.53,6460.09
76,SKU-000076,Beauty,BrandE,4638.5,7992.58
77,SKU-000077,Grocery,BrandA,2736.16,4016.41
78,SKU-000078,Grocery,BrandD,4586.68,6822.14
79,SKU-000079,Home,BrandD,5156.96,10195.72
80,SKU-000080,Electronics,BrandD,176.85,274.38
81,SKU-000081,Sports,BrandE,4762.93,7746.76
82,SKU-000082,Beauty,BrandE,830.58,1040.72
83,SKU-000083,Grocery,BrandD,250.33,413.73
84,SKU-000084,Apparel,BrandE,4412.26,8310.9
85,SKU-000085,Apparel,BrandA,4979.15,6274.12
86,SKU-000086,Sports,BrandE,1627.19,2590.9
87,SKU-000087,Grocery,BrandA,718.38,1295.16
88,SKU-000088,Sports,BrandA,4108.51,8133.5
89,SKU-000089,Sports,BrandC,2498.39,3455.87
90,SKU-000090,Beauty,BrandB,999.88,1851.39
91,SKU-000091,Sports,BrandB,2792.09,5459.49
92,SKU-000092,Grocery,BrandC,1094.93,1371.53
93,SKU-000093,Grocery,BrandD,4856.76,9651.87
94,SKU-000094,Electronics,BrandC,2181.05,2896.36
95,SKU-000095,Sports,BrandB,3800.26,5597.95
96,SKU-000096,Grocery,BrandC,4172.39,7837.56
97,SKU-000097,Electronics,BrandE,1894.35,3525.9
98,SKU-000098,Home,BrandB,3855.15,5407.23
99,SKU-000099,Home,BrandD,1018.21,1541.42
100,SKU-000100,Grocery,BrandD,3770.1,5980.5
101,SKU-000101,Beauty,BrandE,639.46,1122.38
102,SKU-000102,Home,BrandE,4504.34,8285.32
103,SKU-000103,Grocery,BrandA,1702.73,2812.5
104,SKU-000104,Beauty,BrandE,5709.28,10177.53
105,SKU-000105,Sports,BrandE,1431.89,2837.76
106,SKU-000106,Sports,BrandD,1148.75,1857.06
107,SKU-000107,Beauty,BrandA,4886.04,9197.02
108,SKU-000108,Electronics,BrandA,949.01,1862.26
109,SKU-000109,Beauty,BrandC,2270.44,4185.04
110,SKU-000110,Beauty,BrandE,2277.03,3817.71
111,SKU-000111,Sports,BrandC,5985.85,10291.61
112,SKU-000112,Grocery,BrandC,2018.11,3042.99
113,SKU-000113,Apparel,BrandC,2409.15,4365.01
114,SKU-000114,Home,BrandA,5957.34,8819.07
115,SKU-000115,Beauty,BrandA,3270.6,4647.02
116,SKU-000116,Sports,BrandE,2695.3,4866.4
117,SKU-000117,Sports,BrandC,4590.55,9020.52
118,SKU-000118,Apparel,BrandB,4240.02,7968.49
119,SKU-000119,Apparel,BrandB,4404.51,6110.46
120,SKU-000120,Beauty,BrandC,2064.82,3337.57
121,SKU-000121,Home,BrandA,3286.29,5822.69
122,SKU-000122,Electronics,BrandD,366.1,645.06
123,SKU-000123,Sports,BrandA,5452.79,10546.01
124,SKU-000124,Home,BrandC,3107.28,6142.46
125,SKU-000125,Sports,BrandA,2044.1,3887.35
126,SKU-000126,Electronics,BrandD,331.21,555.77
127,SKU-000127,Home,BrandC,1706.9,2497.54
128,SKU-000128,Grocery,BrandE,3414.62,5345.24
129,SKU-000129,Home,BrandE,3154.91,3975.41
130,SKU-000130,Sports,BrandC,3532.45,5946.12
131,SKU-000131,Apparel,BrandE,1428.3,2537.71
132,SKU-000132,Beauty,BrandC,3528.84,4660.36
133,SKU-000133,Home,BrandE,1915.87,3331.2
134,SKU-000134,Apparel,BrandA,4963.98,7857.27
135,SKU-000135,Beauty,BrandC,3391.84,5730.77
136,SKU-000136,Apparel,BrandD,1526.46,2951.6
137,SKU-000137,Sports,BrandA,2055.83,3454.36
138,SKU-000138,Apparel,BrandA,689.93,1256.86
139,SKU-000139,Electronics,BrandD,4442.21,7225.29
140,SKU-000140,Sports,BrandB,2118.64,3528.11
141,SKU-000141,Beauty,BrandE,2855.72,5026.99
142,SKU-000142,Apparel,BrandD,1496.37,2438.89
143,SKU-000143,Beauty,BrandD,4466.05,7047.12
144,SKU-000144,Sports,BrandB,5330.44,9497.4
145,SKU-000145,Grocery,BrandB,3841.66,5239.51
146,SKU-000146,Sports,BrandB,5427.84,8496.51
147,SKU-000147,Apparel,BrandB,1220.5,1861.23
148,SKU-000148,Grocery,BrandB,1941.2,3192.75
149,SKU-000149,Electronics,BrandE,2380.51,3891.1
150,SKU-000150,Apparel,BrandD,2948.32,5641.71
151,SKU-000151,Beauty,BrandA,1078.72,1784.21
152,SKU-000152,Beauty,BrandD,3276.67,4724.76
153,SKU-000153,Grocery,BrandD,5617.59,7393.66
154,SKU-000154,Sports,BrandC,1634.02,2977.02
155,SKU-000155,Electronics,BrandD,4092.97,7836.07
156,SKU-000156,Grocery,BrandB,2144.34,3356.85
157,SKU-000157,Apparel,BrandD,4745.07,7161.51
158,SKU-000158,Sports,BrandD,4414.42,6033.24
159,SKU-000159,Sports,BrandB,5737.53,7758.89
160,SKU-000160,Beauty,BrandA,5864.54,7516.59
161,SKU-000161,Sports,BrandB,948.75,1648.75
162,SKU-000162,Beauty,BrandD,2041.59,2982.11
163,SKU-000163,Home,BrandC,5979.75,9344.02
164,SKU-000164,Apparel,BrandC,973.16,1263.16
165,SKU-000165,Grocery,BrandD,1577.09,2546.96
166,SKU-000166,Grocery,BrandA,2735.46,4932.24
167,SKU-000167,Home,BrandA,1551.8,1977.01
168,SKU-000168,Sports,BrandC,2735.43,5377.08
169,SKU-000169,Electronics,BrandE,5171.68,8334.78
170,SKU-000170,Beauty,BrandE,945.27,1421.13
171,SKU-000171,Grocery,BrandA,272.44,374.64
172,SKU-000172,Beauty,BrandC,1777.21,3446.95
173,SKU-000173,Electronics,BrandD,4041.43,6073.22
174,SKU-000174,Beauty,BrandA,3282.39,5551.68
175,SKU-000175,Apparel,BrandE,4545.49,7987.28
176,SKU-000176,Beauty,BrandE,4773.16,7942.63
177,SKU-000177,Electronics,BrandC,4851.73,9307.05
178,SKU-000178,Sports,BrandB,5635.29,8418.69
179,SKU-000179,Grocery,BrandE,1615.83,2075.79
180,SKU-000180,Beauty,BrandD,1677.66,3022.74
181,SKU-000181,Apparel,BrandB,5379.11,9088.22
182,SKU-000182,Home,BrandB,5423.87,10142.46
183,SKU-000183,Electronics,BrandE,5006.07,8485.82
184,SKU-000184,Home,BrandD,5770.47,10966.64
185,SKU-000185,Electronics,BrandE,5976.93,9295.93
186,SKU-000186,Home,BrandB,3185.9,4323.98
187,SKU-000187,Apparel,BrandE,4510.8,5841.9
188,SKU-000188,Apparel,BrandD,3032.22,3926.03
189,SKU-000189,Beauty,BrandE,1059.13,2068.68
190,SKU-000190,Beauty,BrandB,2532.21,3349.57
191,SKU-000191,Grocery,BrandB,4776.77,6762.4
192,SKU-000192,Apparel,BrandE,1960.7,3331.48
193,SKU-000193,Electronics,BrandB,2693.4,5278.24
194,SKU-000194,Electronics,BrandE,4589.1,8324.49
195,SKU-000195,Apparel,BrandD,5698.29,8447.45
196,SKU-000196,Apparel,BrandE,5550.54,9617.92
197,SKU-000197,Apparel,BrandA,2392.8,3555.18
198,SKU-000198,Beauty,BrandC,5374.57,10236.02
199,SKU-000199,Grocery,BrandE,5401.73,10122.63
200,SKU-000200,Home,BrandE,2776.9,5315.66
201,SKU-000201,Electronics,BrandA,468.33,859.99
202,SKU-000202,Beauty,BrandE,2709.56,4441.41
203,SKU-000203,Home,BrandE,5032.53,7565.24
204,SKU-000204,Home,BrandC,4494.69,5842.9
205,SKU-000205,Sports,BrandC,5619.89,8959.39
206,SKU-000206,Home,BrandA,4917.82,7113.85
207,SKU-000207,Grocery,BrandB,5162.77,8129.78
208,SKU-000208,Sports,BrandE,734.11,1083.43
209,SKU-000209,Electronics,BrandA,3675.99,6704.85
210,SKU-000210,Apparel,BrandD,4261.53,5838.05
211,SKU-000211,Sports,BrandE,910.78,1615.74
212,SKU-000212,Apparel,BrandA,2961.87,5529.73
213,SKU-000213,Sports,BrandA,3415.5,6718.24
214,SKU-000214,Grocery,BrandD,5506.78,9527.7
215,SKU-000215,Home,BrandC,4109.22,5506.55
216,SKU-000216,Sports,BrandB,723.21,940.77
217,SKU-000217,Apparel,BrandE,4438.45,8851.89
218,SKU-000218,Electronics,BrandB,437.35,623.83
219,SKU-000219,Home,BrandC,2716.18,3577.94
220,SKU-000220,Sports,BrandC,5947.42,10127.99
221,SKU-000221,Electronics,BrandA,4079.73,6494.95
222,SKU-000222,Electronics,BrandA,5509.77,9252.96
223,SKU-000223,Sports,BrandD,5108.14,7130.26
224,SKU-000224,Apparel,BrandD,1288.81,2443.36
225,SKU-000225,Electronics,BrandA,2565.77,4912.16
226,SKU-000226,Home,BrandC,1771.17,2967.25
227,SKU-000227,Electronics,BrandA,2920.97,5811.44
228,SKU-000228,Grocery,BrandE,5249.95,10058.72
229,SKU-000229,Beauty,BrandC,1355.32,2504.93
230,SKU-000230,Beauty,BrandB,1133.57,1805.78
231,SKU-000231,Electronics,BrandD,5701.76,10182.41
232,SKU-000232,Apparel,BrandA,3209.36,4493.36
233,SKU-000233,Grocery,BrandA,724.06,1350.94
234,SKU-000234,Home,BrandB,4458.18,6036.63
235,SKU-000235,Electronics,BrandA,5713.74,10693.95
236,SKU-000236,Electronics,BrandE,2448.96,3727.38
237,SKU-000237,Sports,BrandC,901.77,1526.31
238,SKU-000238,Beauty,BrandE,1974.21,3115.41
239,SKU-000239,Sports,BrandC,3831.65,7034.32
240,SKU-000240,Grocery,BrandD,3409.81,5632.77
241,SKU-000241,Beauty,BrandA,3414.55,5441.93
242,SKU-000242,Apparel,BrandB,2649.19,4131.84
243,SKU-000243,Beauty,BrandA,171.17,314.62
244,SKU-000244,Home,BrandB,1052.91,1868.93
245,SKU-000245,Sports,BrandD,3814.65,5216.28
246,SKU-000246,Electronics,BrandD,4643.31,8422.76
247,SKU-000247,Sports,BrandE,4991.82,6675.87
248,SKU-000248,Home,BrandC,2775.29,5223.58
249,SKU-000249,Home,BrandC,5911.86,9533.64
250,SKU-000250,Electronics,BrandC,5671.19,10938
251,SKU-000251,Beauty,BrandD,3649.28,7103.84
252,SKU-000252,Grocery,BrandE,5038.66,8179.43
253,SKU-000253,Apparel,BrandD,1968.3,3383.08
254,SKU-000254,Beauty,BrandB,5139.36,9288.15
255,SKU-000255,Electronics,BrandB,4373.12,6716.04
256,SKU-000256,Grocery,BrandE,5815.72,8900.39
257,SKU-000257,Apparel,BrandB,1759.55,2954.1
258,SKU-000258,Home,BrandE,5780.06,11547.04
259,SKU-000259,Electronics,BrandB,2338.66,4052.53
260,SKU-000260,Apparel,BrandE,5824.7,7453.48
261,SKU-000261,Grocery,BrandB,3464.82,5955.86
262,SKU-000262,Grocery,BrandA,4485.86,5893.04
263,SKU-000263,Sports,BrandD,749.38,1324.72
264,SKU-000264,Beauty,BrandB,5810.33,8714.5
265,SKU-000265,Grocery,BrandE,2705.12,3421.45
266,SKU-000266,Apparel,BrandC,4939.43,7091.35
267,SKU-000267,Beauty,BrandB,3011.62,3856.97
268,SKU-000268,Sports,BrandA,2001.98,3485.12
269,SKU-000269,Grocery,BrandA,2231.13,4412.61
270,SKU-000270,Sports,BrandB,5475.22,7999.25
271,SKU-000271,Electronics,BrandC,1414.02,2720.22
272,SKU-000272,Apparel,BrandA,3366.17,5081.6
273,SKU-000273,Home,BrandC,4435.45,7203.72
274,SKU-000274,Home,BrandC,1430.02,1825.31
275,SKU-000275,Electronics,BrandC,2958.08,4762.25
276,SKU-000276,Sports,BrandB,2956.84,4180.79
277,SKU-000277,Grocery,BrandC,1212.37,2244.1
278,SKU-000278,Apparel,BrandC,1559.2,2238.24
279,SKU-000279,Electronics,BrandC,3925.2,7087.36
280,SKU-000280,Sports,BrandD,4147.91,5866.09
281,SKU-000281,Apparel,BrandE,3804.32,6903.81
282,SKU-000282,Electronics,BrandA,4645.78,5848.85
283,SKU-000283,Beauty,BrandD,2675.71,4756.89
284,SKU-000284,Home,BrandD,566.77,758.67
285,SKU-000285,Sports,BrandE,1804.65,2694.08
286,SKU-000286,Sports,BrandC,3552.61,6771.62
287,SKU-000287,Sports,BrandD,2431.43,4751.37
288,SKU-000288,Sports,BrandB,3735.56,6989.15
289,SKU-000289,Grocery,BrandC,4434.95,7413.33
290,SKU-000290,Apparel,BrandA,5913.4,10083.43
291,SKU-000291,Home,BrandE,1514.85,2910.16
292,SKU-000292,Electronics,BrandA,4327.83,6669.89
293,SKU-000293,Beauty,BrandB,548.15,1083.27
294,SKU-000294,Home,BrandC,1462.28,2856.62
295,SKU-000295,Apparel,BrandB,2561.36,4985.56
296,SKU-000296,Home,BrandA,285.24,559.54
297,SKU-000297,Beauty,BrandD,3336.12,5499.52
298,SKU-000298,Beauty,BrandD,2727.95,5378.11
299,SKU-000299,Beauty,BrandC,4973.89,6374.19
300,SKU-000300,Beauty,BrandD,2894.35,4320.82
301,SKU-000301,Electronics,BrandA,2856.53,5377.8
302,SKU-000302,Home,BrandE,4778.18,7774.51
303,SKU-000303,Sports,BrandC,84.28,166.05
304,SKU-000304,Beauty,BrandA,3639.17,5036.04
305,SKU-000305,Home,BrandB,1068.71,1580.98
306,SKU-000306,Sports,BrandE,4331.34,8109.56
307,SKU-000307,Electronics,BrandB,5544.83,8142.67
308,SKU-000308,Beauty,BrandE,5513.66,9933.98
309,SKU-000309,Grocery,BrandA,3337.25,4204.05
310,SKU-000310,Grocery,BrandD,1901.93,3151.21
311,SKU-000311,Electronics,BrandB,1238.09,2397.71
312,SKU-000312,Sports,BrandC,643.2,817.16
313,SKU-000313,Beauty,BrandD,3720.63,6699.88
314,SKU-000314,Electronics,BrandA,5908.6,10667.07
315,SKU-000315,Beauty,BrandD,343.12,639.91
316,SKU-000316,Apparel,BrandB,3223.34,5452.09
317,SKU-000317,Sports,BrandB,422.99,652.5
318,SKU-000318,Home,BrandE,1208.44,1673.26
319,SKU-000319,Beauty,BrandB,5054.23,9187.09
320,SKU-000320,Apparel,BrandD,3023.99,4220.05
321,SKU-000321,Apparel,BrandC,924.31,1289.79
322,SKU-000322,Grocery,BrandE,603.65,1167.18
323,SKU-000323,Sports,BrandE,1644.91,2891.86
324,SKU-000324,Electronics,BrandB,155.84,275.51
325,SKU-000325,Grocery,BrandD,5533.7,7472.2
326,SKU-000326,Beauty,BrandC,2967.34,4230.99
327,SKU-000327,Sports,BrandD,5262.74,8508.76
328,SKU-000328,Electronics,BrandD,2262.78,2893.55
329,SKU-000329,Sports,BrandC,1969.73,3418.41
330,SKU-000330,Apparel,BrandE,4401.87,6045.19
331,SKU-000331,Beauty,BrandA,2632.28,3587
332,SKU-000332,Home,BrandB,4449.93,8142.8
333,SKU-000333,Grocery,BrandD,3656.6,6548.52
334,SKU-000334,Grocery,BrandA,5789.1,8420.81
335,SKU-000335,Sports,BrandB,890.3,1373.54
336,SKU-000336,Electronics,BrandC,426.21,543.49
337,SKU-000337,Beauty,BrandB,2385.32,3611.33
338,SKU-000338,Grocery,BrandE,2424.96,4012.22
339,SKU-000339,Beauty,BrandB,3165.59,4939.26
340,SKU-000340,Beauty,BrandD,1466.04,1944.54
341,SKU-000341,Beauty,BrandD,5327.09,7687.33
342,SKU-000342,Grocery,BrandA,1000.08,1929.08
343,SKU-000343,Beauty,BrandB,3177.99,4752.34
344,SKU-000344,Home,BrandE,953.08,1345.65
345,SKU-000345,Grocery,BrandD,2632.03,4505.43
346,SKU-000346,Apparel,BrandE,2095.16,3067.95
347,SKU-000347,Apparel,BrandA,2384.01,3369.26
348,SKU-000348,Electronics,BrandA,2347.12,3132.29
349,SKU-000349,Sports,BrandD,128.61,221.13
350,SKU-000350,Home,BrandC,688.6,921.55
351,SKU-000351,Home,BrandA,4723.78,6218.47
352,SKU-000352,Grocery,BrandD,3606.95,5838.54
353,SKU-000353,Grocery,BrandA,5307.17,7589.62
354,SKU-000354,Apparel,BrandD,3591.42,6178.49
355,SKU-000355,Home,BrandE,5142.89,6824.94
356,SKU-000356,Electronics,BrandB,2168.28,4153.19
357,SKU-000357,Electronics,BrandA,1208.73,1531.72
358,SKU-000358,Beauty,BrandD,5613.55,8854.86
359,SKU-000359,Electronics,BrandE,2306.63,4053.06
360,SKU-000360,Sports,BrandC,2170.63,3561.84
361,SKU-000361,Apparel,BrandE,5843.97,8748.25
362,SKU-000362,Home,BrandB,5129.04,8927.08
363,SKU-000363,Grocery,BrandB,4948.65,6903.66
364,SKU-000364,Sports,BrandA,4956.88,6828.24
365,SKU-000365,Electronics,BrandA,4898.73,7603.21
366,SKU-000366,Home,BrandA,2718.62,5415.43
367,SKU-000367,Apparel,BrandC,3093.66,5614.02
368,SKU-000368,Grocery,BrandE,5095.52,7566.53
369,SKU-000369,Apparel,BrandB,1683.93,3271.75
370,SKU-000370,Beauty,BrandB,2331.47,3717.05
371,SKU-000371,Beauty,BrandC,3429.06,4374.5
372,SKU-000372,Electronics,BrandC,1571.65,2379.02
373,SKU-000373,Apparel,BrandE,837.79,1090.09
374,SKU-000374,Grocery,BrandC,2162.38,3941.33
375,SKU-000375,Grocery,BrandB,4204.92,7248.49
376,SKU-000376,Grocery,BrandE,1347.34,2277.54
377,SKU-000377,Home,BrandA,2796.64,4847.93
378,SKU-000378,Sports,BrandA,2376.4,3051.48
379,SKU-000379,Home,BrandA,3129.19,5182.32
380,SKU-000380,Electronics,BrandD,4413.84,8733.68
381,SKU-000381,Home,BrandB,2552.82,4257.23
382,SKU-000382,Sports,BrandB,1107.1,2172.46
383,SKU-000383,Apparel,BrandC,3635.99,7174.5
384,SKU-000384,Electronics,BrandA,5985.71,8058.23
385,SKU-000385,Home,BrandE,2390.13,3668.63
386,SKU-000386,Electronics,BrandE,910.02,1624.49
387,SKU-000387,Home,BrandB,1491.51,2497.27
388,SKU-000388,Beauty,BrandC,3890.58,7733.36
389,SKU-000389,Home,BrandC,1622.45,2973.05
390,SKU-000390,Sports,BrandB,5523.43,8116.99
391,SKU-000391,Grocery,BrandD,2280.06,3865.67
392,SKU-000392,Apparel,BrandB,5028.36,9227.28
393,SKU-000393,Sports,BrandE,5728.87,9969.73
394,SKU-000394,Beauty,BrandD,2699.62,5341.91
395,SKU-000395,Sports,BrandE,2606.11,3960.84
396,SKU-000396,Beauty,BrandC,1645.38,3089.82
397,SKU-000397,Apparel,BrandB,2680.86,5054.87
398,SKU-000398,Apparel,BrandD,4496.3,8916.01
399,SKU-000399,Apparel,BrandD,956.05,1462.62
400,SKU-000400,Sports,BrandD,5691.82,8609.82
401,SKU-000401,Electronics,BrandB,1811.32,2975.25
402,SKU-000402,Sports,BrandC,733.55,1348.67
403,SKU-000403,Home,BrandA,4693.78,8717.09
404,SKU-000404,Sports,BrandA,1448.67,2722.33
405,SKU-000405,Beauty,BrandC,962.92,1911.15
406,SKU-000406,Grocery,BrandB,407.65,734.36
407,SKU-000407,Grocery,BrandE,1056.49,1337.98
408,SKU-000408,Beauty,BrandB,2205.62,3563.86
409,SKU-000409,Home,BrandD,813.39,1478.59
410,SKU-000410,Sports,BrandE,3709.5,6574.71
411,SKU-000411,Grocery,BrandE,3108.41,4704.11
412,SKU-000412,Home,BrandD,4311.86,6651.6
413,SKU-000413,Sports,BrandD,2516.63,3710.32
414,SKU-000414,Beauty,BrandC,285.31,471.34
415,SKU-000415,Apparel,BrandE,1283.42,2033.77
416,SKU-000416,Beauty,BrandC,4362.14,8522.15
417,SKU-000417,Electronics,BrandC,189.71,272
418,SKU-000418,Grocery,BrandB,1055.56,1324.6
419,SKU-000419,Home,BrandA,775.97,1213.91
420,SKU-000420,Beauty,BrandB,4397.12,5890.21
421,SKU-000421,Home,BrandD,1029.13,1899.79
422,SKU-000422,Electronics,BrandB,766.73,1485.52
423,SKU-000423,Apparel,BrandC,4578.15,6823.44
424,SKU-000424,Grocery,BrandE,2053.24,3377.97
425,SKU-000425,Home,BrandB,5750.78,8728.01
426,SKU-000426,Home,BrandA,2288.2,3296
427,SKU-000427,Home,BrandA,2689.15,4573.57
428,SKU-000428,Sports,BrandB,3342.31,4672.84
429,SKU-000429,Grocery,BrandB,4414.54,8787.24
430,SKU-000430,Sports,BrandD,858.52,1123.99
431,SKU-000431,Electronics,BrandE,4234.62,6357.65
432,SKU-000432,Home,BrandD,5012.74,6293.77
433,SKU-000433,Home,BrandB,5306.36,6769.46
434,SKU-000434,Electronics,BrandC,3809.32,6218.17
435,SKU-000435,Home,BrandB,4533.31,6201.25
436,SKU-000436,Electronics,BrandD,4168.64,6983.71
437,SKU-000437,Home,BrandC,3634.61,6322.86
438,SKU-000438,Electronics,BrandB,2270.52,4345.88
439,SKU-000439,Beauty,BrandC,4431.35,7227.15
440,SKU-000440,Sports,BrandA,4046.73,6344.81
441,SKU-000441,Electronics,BrandA,2666.62,4900.28
442,SKU-000442,Sports,BrandC,5761.45,11000.55
443,SKU-000443,Apparel,BrandC,622.29,1120.88
444,SKU-000444,Sports,BrandA,3840.43,5895.93
445,SKU-000445,Sports,BrandB,4241.35,6874.3
446,SKU-000446,Beauty,BrandE,712.73,1289.93
447,SKU-000447,Apparel,BrandB,2479.99,4338.36
448,SKU-000448,Electronics,BrandD,345.58,510.21
449,SKU-000449,Apparel,BrandD,1987.52,2773.36
450,SKU-000450,Electronics,BrandC,2898.02,5719.39
451,SKU-000451,Home,BrandC,1505.6,2086.78
452,SKU-000452,Home,BrandD,2708.78,3996.5
453,SKU-000453,Electronics,BrandE,375.15,490.63
454,SKU-000454,Home,BrandE,3072,4521.89
455,SKU-000455,Sports,BrandA,1267.95,1641.89
456,SKU-000456,Sports,BrandE,238.92,331.48
457,SKU-000457,Apparel,BrandE,4336.79,8079.12
458,SKU-000458,Home,BrandB,4765.04,7011.62
459,SKU-000459,Electronics,BrandB,429.51,696.3
460,SKU-000460,Electronics,BrandB,1858,2655.35
461,SKU-000461,Home,BrandD,2139.38,2701.66
462,SKU-000462,Grocery,BrandA,2797.9,5137.84
463,SKU-000463,Sports,BrandE,5149.19,7123.7
464,SKU-000464,Apparel,BrandC,533.7,765.22
465,SKU-000465,Grocery,BrandE,1808.07,3319.62
466,SKU-000466,Beauty,BrandB,903.5,1689.62
467,SKU-000467,Beauty,BrandE,4622.58,6729.86
468,SKU-000468,Electronics,BrandD,2074.47,3895.35
469,SKU-000469,Sports,BrandC,1552.06,2372.12
470,SKU-000470,Sports,BrandA,3626.62,6875.21
471,SKU-000471,Grocery,BrandB,5334.94,7463.86
472,SKU-000472,Grocery,BrandE,1251.75,1703.22
473,SKU-000473,Electronics,BrandB,1265.95,1777.74
474,SKU-000474,Grocery,BrandB,4255.65,6999.46
475,SKU-000475,Beauty,BrandE,3208.96,5542.61
476,SKU-000476,Sports,BrandE,831.82,1476.19
477,SKU-000477,Sports,BrandE,2943.1,4060.52
478,SKU-000478,Home,BrandD,4842.47,8390.73
479,SKU-000479,Beauty,BrandA,5497.99,9351.97
480,SKU-000480,Apparel,BrandB,3877.49,5927.36
481,SKU-000481,Home,BrandA,5519.37,10395.39
482,SKU-000482,Home,BrandD,3207.84,4152.96
483,SKU-000483,Electronics,BrandE,2867.38,4994.96
484,SKU-000484,Home,BrandB,1496.73,2854.31
485,SKU-000485,Apparel,BrandB,423.03,547.93
486,SKU-000486,Electronics,BrandD,673.31,1343.51
487,SKU-000487,Electronics,BrandD,1463.48,2376.81
488,SKU-000488,Beauty,BrandC,1618.08,2564.5
489,SKU-000489,Sports,BrandB,2771.95,3901.02
490,SKU-000490,Grocery,BrandA,1417.82,2441.98
491,SKU-000491,Electronics,BrandE,5301.95,9843.06
492,SKU-000492,Sports,BrandE,3262.9,4416.88
493,SKU-000493,Sports,BrandE,917.61,1737.08
