inventory_id,product_id,warehouse_id,supplier_id,opening_stock,closing_stock
149,149,1,96,574,184
150,150,4,150,863,622
151,151,6,188,1437,25
152,152,1,111,808,0
153,153,2,76,1933,1159
154,154,5,92,652,0
155,155,6,4,1645,849
156,156,2,136,408,384
157,157,2,167,517,1
158,158,6,119,841,0
159,159,6,26,1038,575
160,160,3,112,219,0
161,161,3,86,291,0
162,162,3,159,620,0
163,163,1,52,305,0
164,164,5,184,1325,0
165,165,4,187,657,246
166,166,4,69,826,0
167,167,4,55,1034,271
168,168,1,136,1171,543
169,169,1,125,218,0
170,170,6,185,775,342
171,171,5,118,847,696
172,172,6,86,397,0
173,173,3,154,730,235
174,174,5,107,593,386
175,175,6,90,198,0
176,176,1,176,396,187
177,177,6,71,1536,104
178,178,6,123,110,0
179,179,2,30,1084,202
180,180,5,35,1541,629
181,181,4,147,192,0
182,182,5,149,106,0
183,183,1,110,674,7
184,184,4,79,708,349
185,185,2,143,1510,186
186,186,2,82,675,0
187,187,5,137,187,0
188,188,1,4,870,194
189,189,3,168,1957,691
190,190,5,25,1858,1770
191,191,1,77,722,0
192,192,2,13,445,0
193,193,2,1,951,484
194,194,5,131,1214,322
195,195,2,117,1196,395
196,196,2,102,264,0
197,197,3,136,1582,1402
198,198,5,38,533,0
199,199,2,94,1892,504
200,200,5,160,749,0
201,201,6,64,1337,52
202,202,2,17,833,505
203,203,5,197,197,0
204,204,4,85,612,198
205,205,4,29,195,0
206,206,4,56,1122,921
207,207,3,79,1722,570
208,208,6,105,1187,349
209,209,3,77,194,0
210,210,2,7,1937,1850
211,211,5,116,1758,679
212,212,4,11,1804,633
213,213,3,28,930,0
214,214,6,5,1295,787
215,215,2,14,821,0
216,216,6,52,210,0
217,217,2,139,615,0
218,218,2,40,1693,1295
219,219,6,120,1913,1760
220,220,4,102,572,0
221,221,3,42,1603,184
222,222,2,52,148,0
223,223,3,85,1007,0
224,224,5,183,1229,1161
225,225,2,71,1414,1037
226,226,4,41,1170,85
227,227,2,176,1176,73
228,228,5,183,277,113
229,229,4,172,1690,1042
230,230,5,112,1752,621
231,231,1,8,571,0
232,232,4,180,785,0
233,233,6,36,1945,902
234,234,3,59,872,0
235,235,3,78,1970,1436
236,236,6,30,190,0
237,237,3,192,204,0
238,238,4,121,263,0
239,239,1,148,994,0
240,240,5,191,1388,443
241,241,3,84,291,0
242,242,2,68,758,0
243,243,4,75,1822,1330
244,244,2,31,1769,1385
245,245,5,190,1810,973
246,246,5,85,1370,875
247,247,1,177,949,618
248,248,4,113,1833,892
249,249,3,88,1584,689
250,250,5,107,767,343
251,251,1,64,1406,0
252,252,4,135,518,0
253,253,3,114,1206,706
254,254,2,7,1935,559
255,255,4,195,154,0
256,256,2,99,218,0
257,257,1,62,1439,1398
258,258,1,139,1221,886
259,259,5,76,186,0
260,260,6,8,1397,121
261,261,5,58,667,0
262,262,4,37,725,0
263,263,5,94,1636,736
264,264,3,30,1235,592
265,265,2,122,1201,729
266,266,1,53,133,61
267,267,6,90,1115,155
268,268,3,165,1415,732
269,269,3,128,671,0
270,270,5,56,462,0
271,271,4,24,852,358
272,272,1,24,640,0
273,273,6,186,1088,688
274,274,3,60,997,0
275,275,5,12,1905,1016
276,276,2,86,836,444
277,277,6,200,1229,366
278,278,3,59,700,435
279,279,3,83,1917,1118
280,280,2,49,688,290
281,281,2,51,1357,111
282,282,4,42,726,0
283,283,3,149,840,494
284,284,3,159,1309,0
285,285,1,19,1432,342
286,286,5,181,1154,0
287,287,5,199,449,328
288,288,2,41,415,0
289,289,6,167,365,0
290,290,4,30,1836,1332
291,291,2,81,1413,1186
292,292,2,127,1545,229
293,293,2,141,465,0
294,294,1,48,1921,1407
295,295,4,198,403,403
296,296,6,36,1646,661
297,297,2,38,583,0
298,298,5,74,404,0
299,299,4,122,411,0
300,300,4,26,1323,463
301,301,2,109,334,0
302,302,4,116,860,0
303,303,3,113,1857,1772
304,304,1,68,270,0
305,305,3,30,289,0
306,306,6,88,768,136
307,307,2,27,604,0
308,308,1,152,217,0
309,309,6,23,1075,1028
310,310,2,21,1455,222
311,311,5,190,1044,332
312,312,5,160,1989,1587
313,313,1,190,1097,192
314,314,1,52,1367,1116
315,315,3,189,1895,1652
316,316,6,80,549,0
317,317,1,167,689,346
318,318,4,195,1970,1590
319,319,5,188,1289,667
320,320,1,15,172,0
321,321,4,78,1743,906
322,322,5,144,1018,0
323,323,5,146,505,17
324,324,4,200,1368,583
325,325,4,54,1551,1203
326,326,1,152,1695,470
327,327,5,93,693,0
328,328,2,156,1649,462
329,329,3,196,1907,1556
330,330,1,91,1657,957
331,331,5,200,1166,212
332,332,3,9,1971,1901
333,333,6,78,1398,1019
334,334,5,143,1381,473
335,335,5,136,924,340
336,336,3,172,865,278
337,337,4,59,1923,807
338,338,5,147,1112,1
339,339,1,185,1926,1567
340,340,2,150,1632,1477
341,341,1,83,332,0
342,342,4,140,347,80
343,343,2,113,804,0
344,344,2,162,1851,1521
345,345,3,58,1212,740
346,346,6,182,1166,0
347,347,6,128,451,0
348,348,4,102,1685,1020
349,349,2,123,1508,1127
350,350,5,131,1202,1144
351,351,4,135,583,0
352,352,3,168,1745,929
353,353,2,27,615,612
354,354,1,111,639,0
355,355,2,39,1404,169
356,356,6,47,1148,170
357,357,6,72,221,208
358,358,1,68,250,0
359,359,6,56,892,274
360,360,4,19,657,0
361,361,2,4,485,0
362,362,4,40,1935,1260
363,363,1,136,496,0
364,364,1,109,1467,710
365,365,2,127,1061,0
366,366,1,79,480,0
367,367,6,66,1200,0
368,368,4,24,188,0
369,369,2,119,137,0
370,370,2,134,1251,324
371,371,6,4,308,0
372,372,2,92,1290,0
373,373,2,24,742,511
374,374,5,50,1306,0
375,375,1,172,1380,1056
376,376,2,25,1016,955
377,377,1,175,1420,1243
378,378,1,120,779,0
379,379,5,50,1881,667
380,380,4,72,473,0
381,381,6,34,201,35
382,382,5,46,149,0
383,383,6,132,907,0
384,384,6,108,764,221
385,385,3,182,921,319
386,386,2,79,114,0
387,387,2,55,614,0
388,388,2,136,1889,1163
389,389,1,5,1100,670
390,390,6,192,245,0
391,391,6,112,320,265
392,392,6,37,1261,447
393,393,4,144,1223,79
394,394,6,134,1964,563
395,395,2,35,289,0
396,396,4,117,1111,1081
397,397,3,85,535,0
398,398,4,21,1269,0
399,399,2,63,816,340
400,400,3,189,986,278
401,401,3,161,1266,1003
402,402,3,94,1351,589
403,403,6,91,873,0
404,404,6,197,1184,0
405,405,5,142,289,0
406,406,1,180,1361,534
407,407,1,190,1689,1562
408,408,5,16,1421,21
409,409,6,188,1894,878
410,410,6,45,1723,1016
411,411,3,142,1301,807
412,412,3,5,1881,431
413,413,1,63,363,355
414,414,1,198,1582,566
415,415,1,199,1342,1059
416,416,3,22,633,37
417,417,3,52,1040,0
418,418,5,30,705,0
419,419,2,52,255,0
420,420,2,20,1938,1347
421,421,3,149,1150,0
422,422,3,146,299,0
423,423,5,146,1808,1351
424,424,6,53,1355,1355
425,425,3,173,310,0
426,426,5,72,1697,1567
427,427,1,82,1349,66
428,428,5,62,1292,130
429,429,3,137,461,0
430,430,5,117,1972,1202
431,431,6,151,945,0
432,432,2,178,912,686
433,433,1,50,935,216
434,434,5,123,1078,0
435,435,2,4,241,0
436,436,1,174,267,63
437,437,4,126,1393,530
438,438,3,170,619,571
439,439,5,127,111,0
440,440,1,53,1820,1249
441,441,2,165,1651,964
442,442,5,175,1854,551
443,443,2,116,1558,1527
444,444,2,36,811,547
445,445,1,42,1848,520
446,446,5,137,989,0
447,447,3,109,746,741
448,448,4,20,438,0
449,449,4,3,1473,0
450,450,3,53,1918,961
451,451,1,176,876,0
452,452,3,37,1564,775
453,453,3,10,1723,531
454,454,4,21,792,0
455,455,4,132,540,0
456,456,3,76,1531,747
457,457,2,30,1477,27
458,458,4,113,1160,0
459,459,1,160,1173,837
460,460,3,173,1820,1629
461,461,4,182,1686,1529
462,462,1,19,1513,1134
463,463,3,2,1221,290
464,464,2,145,1497,807
465,465,6,59,1129,180
466,466,6,147,1885,926
467,467,3,28,497,284
468,468,4,2,679,0
469,469,2,15,1044,282
470,470,4,150,1504,172
471,471,6,146,963,346
472,472,5,181,148,0
473,473,4,152,1022,383
474,474,4,102,169,0
475,475,3,106,1119,1109
476,476,1,150,210,0
477,477,1,53,1301,100
478,478,1,167,262,0
479,479,4,149,536,0
480,480,3,161,840,0
481,481,4,194,480,113
482,482,6,79,1086,175
483,483,4,7,1212,1047
484,484,2,151,530,0
485,485,5,102,150,0
486,486,5,175,1432,14
487,487,1,20,1106,669
488,488,3,191,331,0
489,489,2,15,373,0
490,490,4,148,1150,4
491,491,1,145,923,0
492,492,4,56,918,0
493,493,3,106,116,0
494,494,5,23,1585,1523
495,495,6,50,668,381
496,496,2,143,1012,252
497,497,2,130,1715,1058
498,498,2,137,1146,649
499,499,2,87,770,0
500,500,3,115,105,0
501,501,5,110,1997,1239
502,502,6,181,138,0
503,503,4,8,209,0
504,504,5,136,187,0
505,505,3,103,330,0
506,506,1,99,666,0
507,507,1,195,474,0
508,508,1,127,1348,1160
509,509,1,5,311,0
510,510,4,50,712,0
511,511,6,16,1779,632
512,512,3,68,751,0
513,513,6,108,797,0
514,514,1,163,1926,1106
515,515,5,193,1082,806
516,516,6,39,1239,1225
517,517,6,150,715,0
518,518,2,54,209,0
519,519,5,191,771,247
520,520,1,4,1162,777
521,521,4,134,379,0
522,522,5,162,1014,986
523,523,5,197,828,48
524,524,3,128,847,563
525,525,4,126,1201,768
526,526,5,123,1630,1281
527,527,4,158,440,0
528,528,1,93,130,0
529,529,6,35,738,41
530,530,2,125,265,0
531,531,4,56,468,0
532,532,6,37,1101,312
533,533,5,94,251,0
534,534,3,29,1948,1784
535,535,6,59,1703,878
536,536,6,149,295,0
537,537,6,163,204,0
538,538,6,170,306,0
539,539,1,37,1680,1525
540,540,2,54,1186,281
541,541,1,4,786,484
542,542,3,26,294,0
543,543,4,107,839,434
544,544,6,189,831,111
545,545,3,100,1679,1380
546,546,2,57,1406,0
547,547,2,100,1615,527
548,548,6,92,252,0
549,549,6,85,1779,692
550,550,1,2,471,261
551,551,3,146,1844,1682
552,552,2,17,1942,922
553,553,4,139,1698,1309
554,554,2,78,1304,485
555,555,6,125,1847,1323
556,556,6,15,189,0
557,557,1,189,572,0
558,558,5,76,1717,1471
559,559,6,194,435,0
560,560,1,130,1537,1378
561,561,2,23,485,20
562,562,3,77,896,584
563,563,1,68,763,0
564,564,2,123,1135,592
565,565,4,66,1040,166
566,566,4,105,1874,1314
567,567,1,69,963,624
568,568,3,8,1350,996
569,569,1,84,1993,608
570,570,2,10,1337,618
571,571,1,32,324,0
572,572,6,91,460,0
573,573,4,90,1388,920
574,574,2,135,1651,785
575,575,5,49,328,0
576,576,2,6,628,0
577,577,4,41,1482,0
578,578,1,187,1582,840
579,579,2,52,711,518
580,580,6,37,1720,1422
581,581,6,164,706,0
582,582,3,10,1420,1280
583,583,5,84,210,0
584,584,5,142,1218,449
585,585,6,97,1362,0
586,586,2,178,1488,116
587,587,2,83,865,0
588,588,3,156,798,499
589,589,5,164,1780,1566
590,590,3,47,1697,263
591,591,1,78,1962,1106
592,592,1,139,815,0
593,593,5,134,648,291
594,594,1,18,364,0
595,595,1,98,1530,506
596,596,1,62,1064,766
597,597,4,86,1538,790
598,598,1,170,1853,1718
599,599,6,138,1728,494
600,600,5,33,1999,1543
601,601,2,71,492,1
602,602,3,30,970,0
603,603,5,173,1352,485
604,604,6,102,1643,241
605,605,3,167,778,417
606,606,6,34,540,0
607,607,1,14,615,96
608,608,6,68,953,647
609,609,3,120,1591,895
610,610,5,161,1603,882
611,611,6,27,1376,348
612,612,4,97,1526,1123
613,613,4,14,609,0
614,614,1,150,1229,283
615,615,1,35,163,0
616,616,5,25,1795,1612
617,617,6,85,1687,1327
618,618,5,113,770,213
619,619,4,144,1539,1365
620,620,1,192,1102,542
621,621,6,109,1821,1036
622,622,1,107,1058,0
623,623,6,89,1412,0
624,624,6,79,359,0
625,625,4,60,107,0
626,626,6,89,1681,1591
627,627,4,197,1227,510
628,628,5,96,128,0
629,629,2,91,171,0
630,630,3,111,1988,1508
631,631,3,9,672,0
632,632,2,87,907,0
633,633,3,142,1332,1188
634,634,4,124,1023,0
635,635,6,6,393,0
636,636,2,185,1303,0
637,637,4,85,512,82
638,638,5,50,1499,30
639,639,1,157,679,0
640,640,2,34,447,261
641,641,5,168,1677,1312
642,642,6,124,1796,632
643,643,6,35,360,0
644,644,5,108,1481,285
645,645,5,110,285,0
646,646,5,46,1492,862
647,647,4,123,937,0
648,648,5,21,122,0
649,649,5,185,307,0
650,650,2,60,1366,554
651,651,4,180,1085,276
652,652,4,112,554,0
653,653,4,125,336,29
654,654,6,165,849,458
655,655,3,153,867,0
656,656,2,16,215,0
657,657,6,66,110,0
658,658,3,20,1174,811
659,659,2,20,1657,580
660,660,2,113,152,0
661,661,3,79,1589,544
662,662,4,138,1273,233
663,663,2,111,1768,827
664,664,4,125,1038,975
665,665,5,38,1530,161
666,666,3,153,690,0
667,667,4,133,1473,243
668,668,5,66,1963,1510
669,669,2,182,1073,0
670,670,2,145,1116,914
671,671,4,19,1786,1751
672,672,2,16,723,626
673,673,4,83,382,0
674,674,6,83,450,0
675,675,6,115,302,0
676,676,4,21,1052,950
677,677,4,191,1483,1023
678,678,1,128,245,0
679,679,6,107,677,153
680,680,2,58,1936,1549
681,681,1,24,983,812
682,682,5,26,1537,1436
683,683,3,166,1069,494
684,684,6,197,542,441
685,685,2,117,454,0
686,686,3,67,1648,578
687,687,4,125,859,228
688,688,4,66,163,0
689,689,1,151,270,99
690,690,2,106,1020,81
691,691,4,76,637,153
692,692,6,101,296,0
693,693,2,183,1057,664
694,694,6,32,1640,1145
695,695,6,66,1093,911
696,696,1,80,265,0
697,697,5,199,156,0
698,698,2,26,290,0
699,699,4,136,312,0
700,700,1,23,1085,93
701,701,2,135,1740,771
702,702,1,147,1125,0
703,703,2,87,1857,622
704,704,1,13,1650,982
705,705,4,55,1513,1230
706,706,3,102,1270,1206
707,707,2,17,267,0
708,708,2,34,247,0
709,709,4,151,1883,1065
710,710,3,29,551,0
711,711,4,175,1609,1024
712,712,5,165,1729,1364
713,713,4,133,371,357
714,714,6,158,1228,1214
715,715,5,53,1416,754
716,716,2,5,801,111
717,717,3,123,152,0
718,718,4,120,1459,1008
719,719,5,56,333,0
720,720,5,178,1019,967
721,721,5,85,1053,0
722,722,6,181,1135,0
723,723,2,96,1955,1233
724,724,2,165,483,0
725,725,2,30,153,0
726,726,2,21,355,0
727,727,4,72,381,0
728,728,5,16,1957,856
729,729,2,181,1198,671
730,730,2,51,1497,1252
731,731,6,199,1996,1828
732,732,6,130,1891,1284
733,733,4,16,156,0
734,734,5,71,358,0
735,735,4,23,207,0
736,736,5,155,751,418
737,737,4,22,493,76
738,738,4,195,1071,167
739,739,3,132,836,618
740,740,3,126,1129,666
741,741,3,104,532,0
742,742,2,103,1456,236
743,743,3,12,483,469
744,744,3,74,167,0
745,745,6,188,1520,615
746,746,1,64,224,0
747,747,5,177,1203,82
748,748,3,152,716,0
749,749,4,106,860,757
750,750,2,94,480,0
751,751,6,136,608,457
752,752,5,61,1284,1131
753,753,6,124,372,0
754,754,3,98,1164,0
755,755,1,195,426,280
756,756,3,141,742,0
757,757,3,6,721,0
758,758,2,101,1339,156
759,759,3,6,1335,477
760,760,2,67,120,20
761,761,6,99,223,0
762,762,3,181,1572,1227
763,763,1,175,781,373
764,764,5,200,1035,722
765,765,2,50,1842,1211
766,766,5,120,1606,858
767,767,1,175,1354,281
768,768,5,120,1577,1410
769,769,3,67,1263,51
770,770,5,67,748,0
771,771,1,194,407,0
772,772,5,136,1331,1112
773,773,1,183,1168,95
774,774,4,125,1510,1333
775,775,4,178,566,0
776,776,6,116,1977,991
777,777,3,165,228,0
778,778,3,18,488,0
779,779,1,48,1262,235
780,780,5,157,462,0
781,781,5,187,1736,1667
782,782,3,134,1396,213
783,783,4,178,1448,939
784,784,3,116,605,0
785,785,6,49,975,48
786,786,4,125,557,518
787,787,3,72,1865,468
788,788,2,79,599,354
789,789,3,85,824,0
790,790,1,46,735,0
791,791,3,127,345,0
792,792,6,163,1077,195
793,793,5,150,1717,1493
794,794,5,69,1194,1103
795,795,1,116,1690,1186
796,796,1,96,1756,278
797,797,4,24,1975,1320
798,798,2,180,246,0
799,799,6,35,1027,193
800,800,3,52,948,357
801,801,5,2,417,0
802,802,3,28,1943,1385
803,803,5,154,1347,261
804,804,4,72,272,0
805,805,5,27,1573,1048
806,806,5,92,1231,307
807,807,5,157,617,0
808,808,6,38,1838,1390
809,809,2,79,621,43
810,810,3,61,1870,966
811,811,3,174,993,505
812,812,2,100,1859,612
813,813,4,11,1329,0
814,814,3,113,939,0
815,815,1,53,1027,914
816,816,5,71,1838,868
817,817,2,91,1097,0
818,818,5,194,1712,957
819,819,4,107,1133,920
820,820,1,105,1547,583
821,821,6,149,709,330
822,822,4,115,1405,56
823,823,4,54,493,0
824,824,4,93,594,0
825,825,1,187,1268,0
826,826,2,36,1523,929
827,827,5,91,1960,1420
828,828,1,47,1800,1276
829,829,4,37,637,273
830,830,4,151,1373,76
831,831,6,77,634,531
832,832,6,168,1234,984
833,833,3,173,729,0
834,834,5,121,960,817
835,835,4,59,603,179
836,836,5,154,283,0
837,837,6,54,1055,0
838,838,6,130,127,0
839,839,5,64,1941,487
840,840,1,36,560,0
841,841,4,47,1432,758
842,842,6,24,310,173
843,843,4,184,1215,341
844,844,5,104,1079,0
845,845,3,71,612,190
846,846,5,149,176,0
847,847,3,18,1771,812
848,848,1,93,1178,931
849,849,6,9,1295,739
850,850,6,200,528,0
851,851,3,161,1887,705
852,852,1,62,354,0
853,853,5,187,1225,1202
854,854,5,57,1787,780
855,855,5,88,1731,394
856,856,5,66,137,0
857,857,5,69,1604,819
858,858,1,112,1944,1844
859,859,6,50,152,0
860,860,6,16,1550,740
861,861,2,148,860,0
862,862,5,153,608,0
863,863,6,71,1622,1043
864,864,2,83,392,0
865,865,5,44,632,6
866,866,5,20,1562,84
867,867,6,174,1806,460
868,868,6,174,958,917
869,869,5,43,1039,117
870,870,3,140,1333,458
871,871,3,92,353,336
872,872,5,71,406,0
873,873,2,36,1947,606
874,874,5,96,614,400
875,875,2,128,1887,1221
876,876,5,178,984,0
877,877,4,147,993,0
878,878,4,195,169,0
879,879,3,32,1195,1082
880,880,1,75,1149,551
881,881,1,193,485,414
882,882,3,169,1537,710
883,883,2,79,502,304
884,884,6,114,965,607
885,885,5,51,1478,1329
886,886,3,26,1177,1074
887,887,6,35,1371,278
888,888,2,124,278,0
889,889,5,178,1967,1475
890,890,5,142,326,0
891,891,2,146,1979,553
892,892,2,148,852,196
893,893,5,129,1174,0
894,894,3,182,1615,1265
895,895,6,95,1618,133
896,896,6,147,349,0
897,897,5,92,814,811
898,898,1,182,1169,875
899,899,5,22,539,407
900,900,2,124,1750,1667
901,901,6,46,309,0
902,902,5,191,1240,448
903,903,3,142,794,0
904,904,3,4,290,0
905,905,3,64,1710,281
906,906,1,144,878,201
907,907,2,154,145,0
908,908,6,86,283,0
909,909,4,121,864,0
910,910,4,129,1027,441
911,911,1,92,525,381
912,912,6,46,527,292
913,913,1,173,946,0
914,914,5,13,1847,910
915,915,4,126,408,136
916,916,5,10,1768,809
917,917,1,125,907,0
918,918,5,140,1915,1812
919,919,3,81,762,303
920,920,5,79,830,144
921,921,4,196,1438,1360
922,922,6,151,450,0
923,923,4,10,524,0
924,924,6,162,965,568
925,925,5,129,806,374
926,926,5,104,905,0
927,927,4,133,941,743
928,928,4,94,1465,365
929,929,2,121,1016,0
930,930,2,195,276,0
931,931,6,177,176,92
932,932,3,143,858,6
933,933,1,121,192,0
934,934,6,40,440,0
935,935,5,88,1859,1095
936,936,3,175,749,0
937,937,6,168,1822,548
938,938,1,124,335,0
939,939,6,120,1594,1495
940,940,1,74,1084,945
941,941,2,159,1531,952
942,942,2,12,1489,1001
943,943,2,46,120,0
944,944,6,170,733,262
945,945,4,157,818,716
946,946,2,182,449,0
947,947,4,53,1756,708
948,948,4,52,1763,811
949,949,3,196,539,230
950,950,4,88,515,0
951,951,4,80,848,0
952,952,2,192,1107,564
953,953,2,193,1597,811
954,954,5,29,639,0
955,955,4,102,942,465
956,956,2,152,382,57
957,957,4,75,291,0
958,958,5,86,1719,1495
959,959,1,24,521,386
960,960,1,75,1105,121
961,961,2,113,671,0
962,962,2,151,1602,512
963,963,6,171,411,209
964,964,5,136,953,909
965,965,4,197,1289,830
966,966,2,175,348,0
967,967,3,46,1717,850
968,968,6,180,1260,0
969,969,1,122,1999,1629
970,970,1,134,240,0
971,971,5,79,451,0
972,972,3,171,1116,188
973,973,3,25,1887,1018
974,974,4,100,636,0
975,975,5,146,1104,170
976,976,1,100,1282,524
977,977,5,84,1797,1250
978,978,5,108,903,0
979,979,2,85,965,41
980,980,2,104,1819,1531
981,981,2,181,824,621
982,982,1,77,1274,512
983,983,3,151,1741,1010
984,984,6,125,1662,611
985,985,1,155,683,0
986,986,4,112,1951,1176
987,987,1,99,681,604
988,988,3,91,768,0
989,989,1,171,1049,460
990,990,6,154,375,0
991,991,5,151,1139,323
992,992,4,172,1540,167
993,993,6,22,1371,659
994,994,3,55,1338,830
995,995,2,173,1585,735
996,996,5,136,571,373
997,997,3,178,730,95
998,998,3,88,1015,0
999,999,5,97,884,658
1000,1000,2,25,1772,406
1001,1001,6,134,958,0
1002,1002,3,156,1238,959
1003,1003,5,3,788,310
1004,1004,1,177,1990,1573
1005,1005,2,60,1353,1224
1006,1006,1,120,1684,355
1007,1007,3,4,1871,1095
1008,1008,1,178,1905,482
1009,1009,1,200,1791,408
1010,1010,6,91,1878,395
1011,1011,2,121,1534,592
1012,1012,6,170,634,0
1013,1013,5,42,773,348
1014,1014,6,79,1111,0
1015,1015,5,99,1425,181
1016,1016,3,189,1340,967
1017,1017,2,136,952,742
1018,1018,6,19,415,0
1019,1019,3,97,1794,1697
1020,1020,2,151,1345,11
1021,1021,5,143,1241,245
1022,1022,4,39,1730,886
1023,1023,6,144,1295,924
1024,1024,5,99,1738,839
1025,1025,3,8,1164,709
1026,1026,1,115,893,164
1027,1027,5,37,1682,1454
1028,1028,4,98,826,0
1029,1029,4,38,199,0
1030,1030,2,6,521,0
1031,1031,2,16,588,262
1032,1032,1,165,149,0
1033,1033,6,25,1032,506
1034,1034,1,94,786,0
1035,1035,3,31,1648,438
1036,1036,3,193,217,0
1037,1037,3,187,1019,1002
1038,1038,6,169,534,0
1039,1039,2,123,808,223
1040,1040,6,93,276,0
1041,1041,6,47,1848,1178
1042,1042,1,67,324,0
1043,1043,1,48,1289,0
1044,1044,4,169,947,843
1045,1045,1,9,997,0
1046,1046,2,118,840,23
1047,1047,4,115,900,826
1048,1048,3,190,1081,302
1049,1049,5,51,868,287
1050,1050,6,65,160,129
1051,1051,1,121,477,412
1052,1052,6,144,1604,699
1053,1053,2,59,560,0
1054,1054,3,17,1591,230
1055,1055,3,6,640,97
1056,1056,1,155,1903,613
1057,1057,1,79,557,0
1058,1058,3,170,1317,0
1059,1059,1,37,1526,272
1060,1060,6,45,1883,436
1061,1061,6,174,1741,1164
1062,1062,6,88,198,0
1063,1063,2,75,184,0
1064,1064,3,190,1341,1320
1065,1065,6,123,1173,42
1066,1066,2,126,395,0
1067,1067,3,50,1652,1563
1068,1068,3,2,1363,57
1069,1069,2,29,1647,219
1070,1070,6,198,1170,94
1071,1071,4,41,1124,171
1072,1072,6,189,910,789
1073,1073,3,131,349,126
1074,1074,1,140,1574,330
1075,1075,4,112,1951,1438
1076,1076,1,64,1279,928
1077,1077,6,109,1208,692
1078,1078,6,35,239,0
1079,1079,1,200,1080,0
1080,1080,2,126,595,0
1081,1081,1,72,449,0
1082,1082,4,128,779,646
1083,1083,6,144,205,0
1084,1084,6,140,182,0
